test_year,accuracy,balanced_accuracy,auc,recall_pass,f1_pass,recall_fail,f1_fail
2014,0.8223140495867769,0.7156166814551908,0.7802240461401952,0.8877551020408163,0.8900255754475703,0.5434782608695652,0.5376344086021505
2015,0.7078189300411523,0.6804071481208549,0.7535464259395727,0.7336956521739131,0.7917888563049853,0.6271186440677966,0.5103448275862069
2016,0.7404255319148936,0.7714810627473149,0.8112869794610891,0.7068965517241379,0.8013029315960912,0.8360655737704918,0.6257668711656442
2017,0.7456896551724138,0.800862564692352,0.8708453133985049,0.7081081081081081,0.8161993769470405,0.8936170212765957,0.5874125874125874
2018,0.7970297029702971,0.68506006006006,0.8308308308308309,0.9256756756756757,0.8698412698412699,0.4444444444444444,0.5393258426966292
